date,state,hospitalizedCurrently,death,deathIncrease,inIcuCurrently,positive,totalTestResults,totalTestsViral
2020-03-09,New Mexico,0,0,0,0,0,57,57
2020-03-09,New York,0,0,0,0,88,695,0
2020-03-09,North Carolina,0,0,0,0,2,0,0
2020-03-09,North Dakota,0,0,0,0,0,0,0
2020-03-09,Ohio,0,0,0,0,3,8,8
2020-03-09,Oklahoma,0,0,0,0,1,9,0
2020-03-09,Oregon,0,0,0,0,14,0,0
2020-03-09,Pennsylvania,0,0,0,0,10,56,0
2020-03-09,Rhode Island,0,0,0,0,4,73,89
2020-03-09,South Carolina,0,0,0,0,7,31,0
2020-03-09,South Dakota,0,0,0,0,0,0,0
2020-03-09,Tennessee,0,0,0,0,3,0,0
2020-03-09,Texas,0,0,0,0,12,2286,2286
2020-03-09,Utah,0,0,0,0,1,34,34
2020-03-09,Vermot,0,0,0,0,1,31,31
2020-03-09,Virginia,0,0,0,0,3,6463,0
2020-03-09,Washington,0,35,4,0,282,3673,0
2020-03-09,West Virginia,0,0,0,0,0,0,0
2020-03-09,Wisconsin,0,0,0,0,1,31,0
2020-03-09,Wyoming,0,0,0,0,0,19,19
2020-03-10,Alabama,0,0,0,0,0,0,0
2020-03-10,Alaska,0,0,0,0,0,23,23
2020-03-10,Arizona,0,0,0,0,6,222,222
2020-03-10,Arkansas,0,0,0,0,0,12,12
2020-03-10,California,0,0,0,0,133,823,823
2020-03-10,Colorado,0,0,0,0,28,0,0
2020-03-10,Connecticut,0,0,0,0,2,168,168
2020-03-10,Delaware,0,0,0,0,0,0,0
2020-03-10,Florida,0,0,0,0,18,263,0
2020-03-10,Georgia,0,0,0,0,17,29,29
2020-03-10,Hawaii,0,0,0,0,2,12,0
2020-03-10,Idaho,0,0,0,0,0,41,0
2020-03-10,Illinois,0,0,0,0,19,326,326
2020-03-10,Indiana,0,0,0,0,6,75,75
2020-03-10,Iowa,0,0,0,0,8,40,0
2020-03-10,Kansas,0,0,0,0,1,18,0
2020-03-10,Kentucky,0,0,0,0,6,34,34
2020-03-10,Louisiana,0,0,0,0,1,12,0
2020-03-10,Maine,0,0,0,0,0,0,0
2020-03-10,Maryland,0,0,0,0,6,0,0
2020-03-10,Massachusetts,0,0,0,0,92,502,502
2020-03-10,Michigan,0,0,0,0,528,3,3
2020-03-10,Minnesota,0,0,0,0,11,143,0
2020-03-10,Mississippi,0,0,0,0,0,0,0
2020-03-10,Missouri,0,0,0,0,1,42,42
2020-03-10,Montana,0,0,0,0,0,15,15
2020-03-10,Nebraska,0,0,0,0,3,116,116
2020-03-10,Nevada,0,0,0,0,5,201,0
2020-03-10,New Hampshire,0,0,0,0,4,118,118
2020-03-10,New Jersey,0,0,0,0,16,60,0
2020-03-10,New Mexico,0,0,0,0,0,57,57
2020-03-10,New York,0,0,0,0,151,1096,0
2020-03-10,North Carolina,0,0,0,0,7,0,0
2020-03-10,North Dakota,0,0,0,0,0,7,12
2020-03-10,Ohio,0,0,0,0,3,19,19
2020-03-10,Oklahoma,0,0,0,0,2,17,0
2020-03-10,Oregon,0,0,0,0,14,0,0
2020-03-10,Pennsylvania,0,0,0,0,12,72,0
2020-03-10,Rhode Island,0,0,0,0,5,89,116
2020-03-10,South Carolina,0,0,0,0,7,31,0
2020-03-10,South Dakota,0,0,0,0,0,0,0
2020-03-10,Tennessee,0,0,0,0,7,0,0
2020-03-10,Texas,0,0,0,0,15,2336,2336
2020-03-10,Utah,0,0,0,0,2,46,46
2020-03-10,Vermot,0,0,0,0,1,38,38
2020-03-10,Virginia,0,0,0,0,8,6473,0
2020-03-10,Washington,0,37,2,0,343,5486,0
2020-03-10,West Virginia,0,0,0,0,0,0,0
2020-03-10,Wisconsin,0,0,0,0,2,40,0
2020-03-10,Wyoming,0,0,0,0,0,26,26
2020-03-11,Alabama,0,0,0,0,0,10,0
2020-03-11,Alaska,0,0,0,0,0,46,46
2020-03-11,Arizona,0,0,0,0,9,285,285
2020-03-11,Arkansas,0,0,0,0,0,12,12
2020-03-11,California,0,0,0,0,157,1073,1073
2020-03-11,Colorado,0,0,0,0,45,70,0
2020-03-11,Connecticut,0,0,0,0,3,195,195
2020-03-11,Delaware,0,0,0,0,1,10,0
2020-03-11,Florida,0,2,2,0,20,334,0
2020-03-11,Georgia,0,0,0,0,22,44,44
2020-03-11,Hawaii,0,0,0,0,2,15,0
2020-03-11,Idaho,0,0,0,0,0,67,0
2020-03-11,Illinois,0,0,0,0,19,367,367
2020-03-11,Indiana,0,0,0,0,10,133,133
2020-03-11,Iowa,0,0,0,0,13,59,0
2020-03-11,Kansas,0,0,0,0,1,42,0
2020-03-11,Kentucky,0,0,0,0,8,54,54
2020-03-11,Louisiana,0,0,0,0,6,43,0
2020-03-11,Maine,0,0,0,0,0,43,43
2020-03-11,Maryland,0,0,0,0,9,0,0
2020-03-11,Massachusetts,0,0,0,0,92,684,684
2020-03-11,Michigan,0,0,0,0,727,4,4
2020-03-11,Minnesota,0,0,0,0,21,238,0
2020-03-11,Mississippi,0,0,0,0,0,20,0
2020-03-11,Missouri,0,0,0,0,1,54,54
2020-03-11,Montana,0,0,0,0,0,21,21
2020-03-11,Nebraska,0,0,0,0,5,150,150
2020-03-11,Nevada,0,0,0,0,9,308,0
2020-03-11,New Hampshire,0,0,0,0,4,162,162
2020-03-11,New Jersey,0,1,1,0,23,80,0
2020-03-11,New Mexico,0,0,0,0,0,87,87
2020-03-11,New York,0,0,0,0,195,1521,0
2020-03-11,North Carolina,0,0,0,0,7,0,0
2020-03-11,North Dakota,0,0,0,0,0,9,14
2020-03-11,Ohio,0,0,0,0,4,62,62
2020-03-11,Oklahoma,0,0,0,0,2,17,0
2020-03-11,Oregon,0,0,0,0,15,0,0
2020-03-11,Pennsylvania,0,0,0,0,16,105,0
2020-03-11,Rhode Island,0,0,0,0,5,116,150
2020-03-11,South Carolina,0,0,0,0,9,41,0
2020-03-11,South Dakota,0,0,0,0,5,0,0
2020-03-11,Tennessee,0,0,0,0,7,0,0
2020-03-11,Texas,0,0,0,0,18,2471,2471
2020-03-11,Utah,0,0,0,0,2,72,72
2020-03-11,Vermot,0,0,0,0,1,66,66
2020-03-11,Virginia,0,0,0,0,9,6484,0
2020-03-11,Washington,0,40,3,0,405,7805,0
2020-03-11,West Virginia,0,0,0,0,0,0,0
2020-03-11,Wisconsin,0,0,0,0,3,59,0
2020-03-11,Wyoming,0,0,0,0,0,37,37
2020-03-12,Alabama,0,0,0,0,0,10,0
2020-03-12,Alaska,0,0,0,0,0,46,46
2020-03-12,Arizona,0,0,0,0,9,422,422
2020-03-12,Arkansas,0,0,0,0,6,30,30
2020-03-12,California,0,4,4,0,202,1118,1118
2020-03-12,Colorado,0,0,0,0,72,198,0
2020-03-12,Connecticut,0,0,0,0,6,256,256
2020-03-12,Delaware,0,0,0,0,4,12,0
2020-03-12,Florida,0,2,0,0,26,387,0
2020-03-12,Georgia,0,0,0,0,31,81,81
2020-03-12,Hawaii,0,0,0,0,2,16,0
2020-03-12,Idaho,0,0,0,0,0,93,0
2020-03-12,Illinois,0,0,0,0,25,418,418
2020-03-12,Indiana,0,0,0,0,12,201,201
2020-03-12,Iowa,0,0,0,0,14,81,0
2020-03-12,Kansas,0,0,0,0,4,45,0
2020-03-12,Kentucky,0,0,0,0,8,64,64
2020-03-12,Louisiana,0,0,0,0,14,51,0
2020-03-12,Maine,0,0,0,0,1,66,66
2020-03-12,Maryland,0,0,0,0,12,0,0
2020-03-12,Massachusetts,0,0,0,0,95,1116,1116
2020-03-12,Michigan,0,1,1,0,997,28,28
2020-03-12,Minnesota,0,0,0,0,43,350,0
2020-03-12,Mississippi,0,0,0,0,1,42,0
2020-03-12,Missouri,0,0,0,0,1,65,65
2020-03-12,Montana,0,0,0,0,1,35,35
2020-03-12,Nebraska,0,0,0,0,10,171,171
2020-03-12,Nevada,0,0,0,0,12,454,0
2020-03-12,New Hampshire,0,0,0,0,6,204,204
2020-03-12,New Jersey,0,1,0,0,32,106,0
2020-03-12,New Mexico,0,0,0,0,4,129,129
2020-03-12,New York,0,0,0,0,251,2074,0
2020-03-12,North Carolina,0,0,0,0,12,0,0
2020-03-12,North Dakota,0,0,0,0,1,17,26
2020-03-12,Ohio,0,0,0,0,5,143,143
2020-03-12,Oklahoma,0,0,0,0,3,39,0
2020-03-12,Oregon,0,0,0,0,19,0,0
2020-03-12,Pennsylvania,0,0,0,0,22,145,0
2020-03-12,Rhode Island,0,0,0,0,13,150,201
2020-03-12,South Carolina,0,0,0,0,10,58,0
2020-03-12,South Dakota,0,0,0,0,8,17,17
2020-03-12,Tennessee,0,0,0,0,18,0,0
2020-03-12,Texas,0,0,0,0,22,2776,2776
2020-03-12,Utah,0,0,0,0,4,130,130
2020-03-12,Vermot,0,0,0,0,2,99,99
2020-03-12,Virginia,0,0,0,0,17,6516,0
2020-03-12,Washington,0,44,4,0,515,11614,0
2020-03-12,West Virginia,0,0,0,0,0,0,0
2020-03-12,Wisconsin,0,0,0,0,9,105,0
2020-03-12,Wyoming,0,0,0,0,1,75,75
2020-03-13,Alabama,0,0,0,0,1,12,0
2020-03-13,Alaska,0,0,0,0,0,60,60
2020-03-13,Arizona,0,0,0,0,9,813,813
2020-03-13,Arkansas,0,0,0,0,9,39,39
2020-03-13,California,0,4,0,0,202,1118,1118
2020-03-13,Colorado,0,1,1,0,101,333,0
2020-03-13,Connecticut,0,0,0,0,6,353,353
2020-03-13,Delaware,0,0,0,0,4,19,0
2020-03-13,Florida,0,2,0,0,31,505,0
2020-03-13,Georgia,0,1,1,0,42,336,336
2020-03-13,Hawaii,0,0,0,0,2,21,0
2020-03-13,Idaho,0,0,0,0,0,131,0
2020-03-13,Illinois,0,0,0,0,32,444,444
2020-03-13,Indiana,0,0,0,0,12,411,411
2020-03-13,Iowa,0,0,0,0,16,99,0
2020-03-13,Kansas,0,0,0,0,6,99,0
2020-03-13,Kentucky,0,0,0,0,11,118,118
2020-03-13,Louisiana,0,0,0,0,36,73,0
2020-03-13,Maine,0,0,0,0,3,136,136
2020-03-13,Maryland,0,0,0,0,17,0,0
2020-03-13,Massachusetts,0,0,0,0,123,2101,2101
2020-03-13,Michigan,0,1,0,0,1361,49,49
2020-03-13,Minnesota,0,0,0,0,62,603,0
2020-03-13,Mississippi,0,0,0,0,4,45,0
2020-03-13,Missouri,0,0,0,0,2,87,87
2020-03-13,Montana,0,0,0,0,1,56,56
2020-03-13,Nebraska,0,0,0,0,13,204,204
2020-03-13,Nevada,0,0,0,0,22,801,0
2020-03-13,New Hampshire,0,0,0,0,6,249,249
2020-03-13,New Jersey,0,1,0,0,57,154,0
2020-03-13,New Mexico,0,0,0,0,6,173,173
2020-03-13,New York,0,0,0,0,353,2836,0
2020-03-13,North Carolina,0,0,0,0,15,0,0
2020-03-13,North Dakota,0,0,0,0,1,29,40
2020-03-13,Ohio,0,0,0,0,13,271,271
2020-03-13,Oklahoma,0,0,0,0,3,39,0
2020-03-13,Oregon,0,0,0,0,19,0,0
2020-03-13,Pennsylvania,0,0,0,0,41,218,0
2020-03-13,Rhode Island,0,0,0,0,19,201,257
2020-03-13,South Carolina,0,0,0,0,12,87,0
2020-03-13,South Dakota,0,0,0,0,9,34,34
2020-03-13,Tennessee,0,0,0,0,26,0,0
2020-03-13,Texas,0,0,0,0,22,3431,3431
2020-03-13,Utah,0,0,0,0,6,223,223
2020-03-13,Vermot,0,0,0,0,2,149,149
2020-03-13,Virginia,0,0,0,0,30,6601,0
2020-03-13,Washington,0,47,3,0,648,15940,0
2020-03-13,West Virginia,0,0,0,0,0,1,1
2020-03-13,Wisconsin,0,0,0,0,23,176,0
2020-03-13,Wyoming,0,0,0,0,1,108,108
2020-03-14,Alabama,0,0,0,0,6,28,0
2020-03-14,Alaska,0,0,0,0,0,144,144
2020-03-14,Arizona,0,0,0,0,12,1291,1291
2020-03-14,Arkansas,0,0,0,0,12,77,77
2020-03-14,California,0,5,1,0,252,1168,1168
2020-03-14,Colorado,0,1,0,0,131,525,0
2020-03-14,Connecticut,0,0,0,0,11,496,496
2020-03-14,Delaware,0,0,0,0,6,28,0
2020-03-14,Florida,0,3,1,0,51,704,0
2020-03-14,Georgia,0,1,0,0,66,466,466
2020-03-14,Hawaii,0,0,0,0,2,28,0
2020-03-14,Idaho,0,0,0,0,2,176,0
2020-03-14,Illinois,0,0,0,0,46,708,708
2020-03-14,Indiana,0,0,0,0,15,675,675
2020-03-14,Iowa,0,0,0,0,17,100,0
2020-03-14,Kansas,0,1,1,0,6,99,0
2020-03-14,Kentucky,0,1,1,0,14,153,153
2020-03-14,Louisiana,0,0,0,0,51,160,0
2020-03-14,Maine,0,0,0,0,3,219,219
2020-03-14,Maryland,0,0,0,0,26,0,0
2020-03-14,Massachusetts,0,0,0,0,138,3036,3036
2020-03-14,Michigan,0,1,0,0,1728,76,76
2020-03-14,Minnesota,0,0,0,0,90,937,0
2020-03-14,Mississippi,0,0,0,0,6,90,0
2020-03-14,Missouri,0,0,0,0,4,115,115
2020-03-14,Montana,0,0,0,0,5,108,108
2020-03-14,Nebraska,0,0,0,0,14,217,217
2020-03-14,Nevada,0,0,0,0,34,1245,0
2020-03-14,New Hampshire,0,0,0,0,7,319,319
2020-03-14,New Jersey,0,1,0,0,78,175,0
2020-03-14,New Mexico,0,0,0,0,10,247,247
2020-03-14,New York,0,0,0,0,517,4126,0
2020-03-14,North Carolina,0,0,0,0,23,0,0
2020-03-14,North Dakota,0,0,0,0,1,50,63
2020-03-14,Ohio,0,0,0,0,13,445,445
2020-03-14,Oklahoma,0,0,0,0,4,40,0
2020-03-14,Oregon,0,0,0,0,30,0,0
2020-03-14,Pennsylvania,0,0,0,0,47,393,0
2020-03-14,Rhode Island,0,0,0,0,19,257,347
2020-03-14,South Carolina,0,0,0,0,13,123,0
2020-03-14,South Dakota,0,0,0,0,9,50,50
2020-03-14,Tennessee,0,0,0,0,32,0,0
2020-03-14,Texas,0,0,0,0,22,4391,4391
2020-03-14,Utah,0,0,0,0,6,395,395
2020-03-14,Vermot,0,0,0,0,5,238,238
2020-03-14,Virginia,0,0,0,0,30,6680,0
2020-03-14,Washington,0,51,4,0,827,18316,0
2020-03-14,West Virginia,0,0,0,0,0,2,2
2020-03-14,Wisconsin,0,0,0,0,23,306,0
2020-03-14,Wyoming,0,0,0,0,2,151,151
2020-03-15,Alabama,0,0,0,0,12,40,0
2020-03-15,Alaska,0,0,0,0,0,144,144
2020-03-15,Arizona,0,0,0,0,12,1552,1552
2020-03-15,Arkansas,0,0,0,0,16,119,119
2020-03-15,California,0,5,0,0,293,1209,1209
2020-03-15,Colorado,0,1,0,0,131,704,0
2020-03-15,Connecticut,0,0,0,0,20,619,619
2020-03-15,Delaware,0,0,0,0,6,60,0
2020-03-15,Florida,0,4,1,0,91,1140,0
2020-03-15,Georgia,0,1,0,0,99,707,707
2020-03-15,Hawaii,0,0,0,0,2,59,0
2020-03-15,Idaho,0,0,0,0,5,179,0
2020-03-15,Illinois,0,0,0,0,64,932,932
2020-03-15,Indiana,0,0,0,0,19,963,963
2020-03-15,Iowa,0,0,0,0,18,101,0
2020-03-15,Kansas,0,1,0,0,8,143,0
2020-03-15,Kentucky,0,1,0,0,16,155,155
2020-03-15,Louisiana,0,2,2,0,90,246,0
2020-03-15,Maine,0,0,0,0,3,515,515
2020-03-15,Maryland,0,0,0,0,31,0,0
2020-03-15,Massachusetts,0,0,0,0,138,4120,4120
2020-03-15,Michigan,0,1,0,0,2188,109,109
2020-03-15,Minnesota,0,0,0,0,128,1515,0
2020-03-15,Mississippi,0,0,0,0,10,94,0
2020-03-15,Missouri,0,0,0,0,5,188,188
2020-03-15,Montana,0,0,0,0,7,110,110
2020-03-15,Nebraska,0,0,0,0,17,246,246
2020-03-15,Nevada,0,1,1,0,45,1669,0
2020-03-15,New Hampshire,0,0,0,0,13,405,405
2020-03-15,New Jersey,0,2,1,0,98,218,0
2020-03-15,New Mexico,0,0,0,0,13,495,495
2020-03-15,New York,0,3,3,0,648,5419,0
2020-03-15,North Carolina,0,0,0,0,32,0,0
2020-03-15,North Dakota,0,0,0,0,1,74,87
2020-03-15,Ohio,0,0,0,0,36,855,855
2020-03-15,Oklahoma,0,0,0,0,9,127,0
2020-03-15,Oregon,0,0,0,0,30,0,0
2020-03-15,Pennsylvania,0,0,0,0,63,553,0
2020-03-15,Rhode Island,0,0,0,0,20,347,402
2020-03-15,South Carolina,0,0,0,0,19,173,0
2020-03-15,South Dakota,0,0,0,0,9,95,95
2020-03-15,Tennessee,0,0,0,0,39,0,0
2020-03-15,Texas,0,0,0,0,56,4921,4921
2020-03-15,Utah,0,0,0,0,28,691,691
2020-03-15,Vermot,0,0,0,0,8,370,370
2020-03-15,Virginia,0,1,1,0,45,6739,0
2020-03-15,Washington,0,57,6,0,1041,20059,0
2020-03-15,West Virginia,0,0,0,0,0,5,5
2020-03-15,Wisconsin,0,0,0,0,37,577,0
2020-03-15,Wyoming,0,0,0,0,3,178,178
2020-03-16,Alabama,0,0,0,0,28,56,0
2020-03-16,Alaska,0,0,0,0,0,144,144
2020-03-16,Arizona,0,0,0,0,18,1855,1855
2020-03-16,Arkansas,0,0,0,0,22,154,154
2020-03-16,California,0,6,1,0,335,8316,8316
2020-03-16,Colorado,0,1,0,0,160,1007,0
2020-03-16,Connecticut,0,0,0,0,26,755,755
2020-03-16,Delaware,0,0,0,0,8,120,0
2020-03-16,Florida,0,4,0,0,122,1321,0
2020-03-16,Georgia,0,1,0,0,121,959,959
2020-03-16,Hawaii,0,0,0,0,7,189,0
2020-03-16,Idaho,0,0,0,0,6,270,0
2020-03-16,Illinois,0,0,0,0,93,1143,1143
2020-03-16,Indiana,0,1,1,0,24,1122,1122
2020-03-16,Iowa,0,0,0,0,22,105,0
2020-03-16,Kansas,0,1,0,0,11,177,0
2020-03-16,Kentucky,0,1,0,0,21,255,255
2020-03-16,Louisiana,0,2,0,0,115,303,0
2020-03-16,Maine,0,0,0,0,17,750,750
2020-03-16,Maryland,0,2,2,0,37,0,0
2020-03-16,Massachusetts,0,0,0,0,164,6355,6355
2020-03-16,Michigan,0,2,1,0,2895,265,265
2020-03-16,Minnesota,0,0,0,0,179,2018,0
2020-03-16,Mississippi,0,0,0,0,12,289,0
2020-03-16,Missouri,0,0,0,0,6,287,287
2020-03-16,Montana,0,0,0,0,7,205,205
2020-03-16,Nebraska,0,0,0,0,18,300,300
2020-03-16,Nevada,0,1,0,0,63,2077,0
2020-03-16,New Hampshire,0,0,0,0,17,686,686
2020-03-16,New Jersey,0,2,0,0,178,298,0
2020-03-16,New Mexico,0,0,0,0,17,583,583
2020-03-16,New York,0,7,4,0,942,7355,0
2020-03-16,North Carolina,0,0,0,0,33,0,0
2020-03-16,North Dakota,0,0,0,0,1,96,109
2020-03-16,Ohio,0,0,0,0,50,1298,1298
2020-03-16,Oklahoma,0,0,0,0,10,184,0
2020-03-16,Oregon,0,0,0,0,36,0,0
2020-03-16,Pennsylvania,0,0,0,0,76,751,0
2020-03-16,Rhode Island,0,0,0,0,22,402,499
2020-03-16,South Carolina,0,1,1,0,28,263,0
2020-03-16,South Dakota,0,0,0,0,10,179,179
2020-03-16,Tennessee,0,0,0,0,52,0,0
2020-03-16,Texas,0,0,0,0,56,5496,5496
2020-03-16,Utah,0,0,0,0,39,1037,1037
2020-03-16,Vermot,0,0,0,0,12,428,428
2020-03-16,Virginia,0,1,0,0,51,6827,0
2020-03-16,Washington,0,69,12,0,1197,25055,0
2020-03-16,West Virginia,0,0,0,0,0,17,17
2020-03-16,Wisconsin,0,0,0,0,56,942,0
2020-03-16,Wyoming,0,0,0,0,3,300,300
2020-03-17,Alabama,0,0,0,0,36,64,0
2020-03-17,Alaska,0,0,0,0,3,337,337
2020-03-17,Arizona,0,0,0,0,20,2898,2898
2020-03-17,Arkansas,0,0,0,0,22,219,219
2020-03-17,California,0,11,5,0,483,8464,8464
2020-03-17,Colorado,0,2,1,0,183,1468,0
2020-03-17,Connecticut,0,0,0,0,41,1325,1325
2020-03-17,Delaware,0,0,0,0,16,351,0
2020-03-17,Florida,0,6,2,0,149,1912,0
2020-03-17,Georgia,0,1,0,0,146,1500,1500
2020-03-17,Hawaii,0,0,0,0,10,306,0
2020-03-17,Idaho,0,0,0,0,11,353,0
2020-03-17,Illinois,0,1,1,0,159,1500,1500
2020-03-17,Indiana,0,2,1,0,30,1807,1807
2020-03-17,Iowa,0,0,0,0,23,106,0
2020-03-17,Kansas,0,1,0,0,15,397,0
2020-03-17,Kentucky,0,1,0,0,22,317,317
2020-03-17,Louisiana,0,4,2,0,137,423,0
2020-03-17,Maine,0,0,0,0,32,1165,1165
2020-03-17,Maryland,0,2,0,0,57,0,0
2020-03-17,Massachusetts,0,0,0,0,218,9145,9145
2020-03-17,Michigan,0,2,0,0,3659,1100,1100
